job_title,job_title
Sr. Solutions Engineer - Data Scientist,1
Sr. Specialist Info Sec Analyst - Data Scientist,1
"Sr. Specialist Info Sec Analyst - Data Scientist in New York, NY",1
"Sr. Staff Data Scientist in Lake Forest, CA",1
"Sr. to Lead Data Scientist (IoT startup, up to $200k)",1
Staff Clinical Data Scientist,2
Staff Data Scientist,39
Staff Data Scientist - Business Analytics,5
Staff Data Scientist - Ecomm,3
Staff Data Scientist - Ecomm (Vudu),1
"Staff Data Scientist - Ecomm (Vudu) in Los Angeles, CA",1
"Staff Data Scientist - Minden, NV",1
"Staff Data Scientist - Tech in Bentonville, AR",1
Staff Data Scientist Forecasting,1
"Staff Data Scientist in San Ramon, CA",1
"Staff Data Scientist in Sunnyvale, CA",1
"Staff Data Scientist, Ads",2
"Staff Data Scientist, Operations Researcher",1
"Staff Data Scientist, Vudu",2
Staff Data Scientist- Technology,1
"Staff Data Scientist-Houston, TX",1
Staff Data Scientist: MDP,1
Staff Deep Learning Data Scientist,2
"Staff Engineer, Data Scientist in Mountain View, CA",1
Staff II SRE Data Engineer - Data Scientist,2
Staff Software Engineer/Data Scientist,1
"Staff Systems Engineer (Data Scientist NLP) in San Jose, CA",1
Statistical Data Scientist,1
"Statistical Programmer / Data Scientist in Alexandria, VA",1
"Statistical Researcher / Data Scientist I (Science, Math, Engineering)",2
Statistical Researcher/ Data Scientist 2,1
Statistical Researcher/Data Scientist 2,1
Statistician (Data Scientist),1
Statistician/Data Scientist,6
Statistician/Data Scientist (28-02),3
Statistician/Data Scientist (Data Miner),4
"Strategic Alternatives Data Scientist, Senior",1
Subject Matter Expert (Data Scientist)/ Data Modeler,1
Subject Matter Expert (Data Scientist/ Data Modeler),1
"Summer Internship 2020 - Data Scientist (Houston, TX)",2
Summer Internship/Systems Engineer/ Data Scientist,1
Summer Internship: Research Data Scientist Intern,3
"Supply Chain (Sr.) Engineering Consultant, Data Scientist or Analyst",1
Supply Chain Data Scientist,2
Supply Chain Data Scientist / Analyst,1
Supply Chain Data Scientist – COS Strategy PMO,1
System Optimization Data Scientist,2
Systems - Data Scientist,1
Systems - SAS/Data Scientist,1
Systems Engineer - Data Scientist,2
Systems and Simulation Data Scientist,3
"Systems, Solutions and Deployment (SSD) Data Scientist in San Diego, CA",1
TS/SCI Data Scientist,1
"TV Data Scientist in Burlington, MA",2
Talent Analytics - Data Scientist,1
Tax Services Senior – National Tax – Tax Technology and Transformation (TTT) – Data Scientist – Advanced Technologies - New York,3
Tax Staff – National Tax – Tax Technology and Transformation (TTT) – Data Scientist – Advanced Technologies - New York,2
Technical Big Denolém* - Data Scientist,2
Top Secret - Data Scientist / Engineer!,1
Top Secret Data Scientist,1
Trade Surveillance Data Scientist - Vice President,2
Transformation Data Scientist,1
Translational Data Scientist,1
UR - Optimized Operations (O2) Data Scientist / Statistician,3
"URGENT HIRE::::: Data Scientist ll Atlanta, GA ll 12+ Month Contract",2
US Houston: Senior Data Scientist,1
"UX Data Scientist w/Python for R&D Design Center in San Francisco, CA",1
Undergraduate Internship/Co-op Program – Data Scientist,1
Underwriting Data Scientist,2
Up & Coming Data Scientist- High Potential to Convert Full-time,2
"Urgent Job Opening :: Data Scientist / Data Engineer / Data Scientist Consultant :: Boston, MA",1
"Urgent Job Opening :: Data Scientist / Data Engineer :: Boston, MA",1
VIE Junior Data Scientist H/F,2
VP - PVAI -Data Scientist,1
"VP Data Scientist in Coppell, TX",1
"VP, AML Senior Data Scientist-Scenario Development & Enhancement - Python & JAVA",11
"VP, Data Scientist",5
Value-Based Program Data Scientist,1
Vans Associate Data Scientist,3
Vice President - AML Business Analyst - Data Scientist,1
"Vice President - AML Business Analyst - Data Scientist in Jersey City, NJ",1
Vice President - Data Scientist,1
"Vice President, Data Scientist",3
Visualizatior* - Data Scientist,1
Weather Data Scientist,3
WellMed: Data Scientist / Statistician - On,1
[Data 1] [SHUKI] Senior Data Scientist (New HC),1
data scientist,1
"data scientist - Seattle, WA",2
"data scientist, Econometrician-  Marketing Operations- Seattle, WA",1
"data scientist, Insights & Analytics - Seattle, WA",5
"data scientist, Supply Chain - Seattle, WA",2
"data scientist, Workforce Management - Ops Analytics -Seattle, WA",5
"lead data scientist, Data & Measurement Sciences, SSC - Seattle, WA",1
